"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","Display Value","Numeric","Low","High","Comments"
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","TON","Tonga","","2010","2010","","WPR","Western Pacific","","","","","8","8.00000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","TTO","Trinidad and Tobago","","2010","2010","","AMR","Americas","","","","","11","10.63000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","TUN","Tunisia","","2010","2010","","EMR","Eastern Mediterranean","","","","","10","9.94000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","TUR","Turkey","","2010","2010","","EUR","Europe","","","","","9","9.03000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","TKM","Turkmenistan","","2010","2010","","EUR","Europe","","","","","6","6.08000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","TUV","Tuvalu","","2010","2010","","WPR","Western Pacific","","","","","9","8.94000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","UGA","Uganda","","2010","2010","","AFR","Africa","","","","","4","3.89000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","UKR","Ukraine","","2010","2010","","EUR","Europe","","","","","21","20.72000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","ARE","United Arab Emirates","","2010","2010","","EMR","Eastern Mediterranean","","","","","1","1.05000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","GBR","United Kingdom","","2010","2010","","EUR","Europe","","","","","23","22.65000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","TZA","United Republic of Tanzania","","2010","2010","","AFR","Africa","","","","","5","4.88000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","USA","United States of America","","2010","2010","","AMR","Americas","","","","","18","18.42000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","URY","Uruguay","","2010","2010","","AMR","Americas","","","","","18","18.29000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","UZB","Uzbekistan","","2010","2010","","EUR","Europe","","","","","6","6.21000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","VUT","Vanuatu","","2010","2010","","WPR","Western Pacific","","","","","5","5.43000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","VEN","Venezuela (Bolivarian Republic of)","","2010","2010","","AMR","Americas","","","","","9","8.61000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","VNM","Viet Nam","","2010","2010","","WPR","Western Pacific","","","","","8","8.37000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","YEM","Yemen","","2010","2010","","EMR","Eastern Mediterranean","","","","","4","4.09000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","ZMB","Zambia","","2010","2010","","AFR","Africa","","","","","5","4.71000","","",""
"WHS9_92","Population proportion over 60 (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=117","ZWE","Zimbabwe","","2010","2010","","AFR","Africa","","","","","6","5.96000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","AFG","Afghanistan","","2010","2010","","EMR","Eastern Mediterranean","","","","","23","22.60000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","ALB","Albania","","2010","2010","","EUR","Europe","","","","","52","51.91000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","DZA","Algeria","","2010","2010","","AFR","Africa","","","","","66","66.50000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","AND","Andorra","","2010","2010","","EUR","Europe","","","","","88","88.00000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","AGO","Angola","","2010","2010","","AFR","Africa","","","","","59","58.50000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","ATG","Antigua and Barbuda","","2010","2010","","AMR","Americas","","","","","30","30.34000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","ARG","Argentina","","2010","2010","","AMR","Americas","","","","","92","92.39000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","ARM","Armenia","","2010","2010","","EUR","Europe","","","","","64","64.19000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","AUS","Australia","","2010","2010","","WPR","Western Pacific","","","","","89","89.11000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","AUT","Austria","","2010","2010","","EUR","Europe","","","","","68","67.55000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","AZE","Azerbaijan","","2010","2010","","EUR","Europe","","","","","52","51.93000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BHS","Bahamas","","2010","2010","","AMR","Americas","","","","","84","84.10000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BHR","Bahrain","","2010","2010","","EMR","Eastern Mediterranean","","","","","89","88.61000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BGD","Bangladesh","","2010","2010","","SEAR","South-East Asia","","","","","28","28.07000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BRB","Barbados","","2010","2010","","AMR","Americas","","","","","44","44.47000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BLR","Belarus","","2010","2010","","EUR","Europe","","","","","75","74.70000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BEL","Belgium","","2010","2010","","EUR","Europe","","","","","97","97.41000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BLZ","Belize","","2010","2010","","AMR","Americas","","","","","52","52.25000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BEN","Benin","","2010","2010","","AFR","Africa","","","","","42","42.04000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BTN","Bhutan","","2010","2010","","SEAR","South-East Asia","","","","","35","34.71000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BOL","Bolivia (Plurinational State of)","","2010","2010","","AMR","Americas","","","","","67","66.54000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BIH","Bosnia and Herzegovina","","2010","2010","","EUR","Europe","","","","","49","48.62000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BWA","Botswana","","2010","2010","","AFR","Africa","","","","","61","61.13000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BRA","Brazil","","2010","2010","","AMR","Americas","","","","","87","86.53000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BRN","Brunei Darussalam","","2010","2010","","WPR","Western Pacific","","","","","76","75.65000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BGR","Bulgaria","","2010","2010","","EUR","Europe","","","","","71","71.46000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BFA","Burkina Faso","","2010","2010","","AFR","Africa","","","","","26","25.69000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","BDI","Burundi","","2010","2010","","AFR","Africa","","","","","11","11.00000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","KHM","Cambodia","","2010","2010","","WPR","Western Pacific","","","","","20","20.11000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CMR","Cameroon","","2010","2010","","AFR","Africa","","","","","58","58.40000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CAN","Canada","","2010","2010","","AMR","Americas","","","","","81","80.58000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CPV","Cape Verde","","2010","2010","","AFR","Africa","","","","","61","61.09000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CAF","Central African Republic","","2010","2010","","AFR","Africa","","","","","39","38.94000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","TCD","Chad","","2010","2010","","AFR","Africa","","","","","28","27.62000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CHL","Chile","","2010","2010","","AMR","Americas","","","","","89","89.00000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CHN","China","","2010","2010","","WPR","Western Pacific","","","","","47","47.25000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","COL","Colombia","","2010","2010","","AMR","Americas","","","","","75","75.07000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","COM","Comoros","","2010","2010","","AFR","Africa","","","","","28","28.19000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","COG","Congo","","2010","2010","","AFR","Africa","","","","","62","62.12000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","COK","Cook Islands","","2010","2010","","WPR","Western Pacific","","","","","75","75.31000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CRI","Costa Rica","","2010","2010","","AMR","Americas","","","","","64","64.42000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CIV","C?te d'Ivoire","","2010","2010","","AFR","Africa","","","","","51","50.56000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","HRV","Croatia","","2010","2010","","EUR","Europe","","","","","58","57.74000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CUB","Cuba","","2010","2010","","AMR","Americas","","","","","75","75.23000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CYP","Cyprus","","2010","2010","","EUR","Europe","","","","","70","70.32000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","CZE","Czech Republic","","2010","2010","","EUR","Europe","","","","","74","73.54000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","PRK","Democratic People's Republic of Korea","","2010","2010","","SEAR","South-East Asia","","","","","60","60.22000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","COD","Democratic Republic of the Congo","","2010","2010","","AFR","Africa","","","","","35","35.22000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","DNK","Denmark","","2010","2010","","EUR","Europe","","","","","87","86.87000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","DJI","Djibouti","","2010","2010","","EMR","Eastern Mediterranean","","","","","76","76.23000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","DMA","Dominica","","2010","2010","","AMR","Americas","","","","","67","67.24000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","DOM","Dominican Republic","","2010","2010","","AMR","Americas","","","","","69","69.18000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","ECU","Ecuador","","2010","2010","","AMR","Americas","","","","","67","66.95000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","EGY","Egypt","","2010","2010","","EMR","Eastern Mediterranean","","","","","43","43.40000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","SLV","El Salvador","","2010","2010","","AMR","Americas","","","","","64","64.30000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GNQ","Equatorial Guinea","","2010","2010","","AFR","Africa","","","","","40","39.70000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","ERI","Eritrea","","2010","2010","","AFR","Africa","","","","","22","21.58000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","EST","Estonia","","2010","2010","","EUR","Europe","","","","","69","69.49000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","ETH","Ethiopia","","2010","2010","","AFR","Africa","","","","","17","16.66000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","FJI","Fiji","","2010","2010","","WPR","Western Pacific","","","","","52","51.86000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","FIN","Finland","","2010","2010","","EUR","Europe","","","","","85","85.09000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","FRA","France","","2010","2010","","EUR","Europe","","","","","85","85.25000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GAB","Gabon","","2010","2010","","AFR","Africa","","","","","86","86.03000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GMB","Gambia","","2010","2010","","AFR","Africa","","","","","58","58.15000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GEO","Georgia","","2010","2010","","EUR","Europe","","","","","53","52.75000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","DEU","Germany","","2010","2010","","EUR","Europe","","","","","74","73.85000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GHA","Ghana","","2010","2010","","AFR","Africa","","","","","51","51.47000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GRC","Greece","","2010","2010","","EUR","Europe","","","","","61","61.41000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GRD","Grenada","","2010","2010","","AMR","Americas","","","","","39","39.29000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GTM","Guatemala","","2010","2010","","AMR","Americas","","","","","49","49.46000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GIN","Guinea","","2010","2010","","AFR","Africa","","","","","35","35.36000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GNB","Guinea-Bissau","","2010","2010","","AFR","Africa","","","","","30","30.00000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","GUY","Guyana","","2010","2010","","AMR","Americas","","","","","29","28.60000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","HTI","Haiti","","2010","2010","","AMR","Americas","","","","","52","52.09000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","HND","Honduras","","2010","2010","","AMR","Americas","","","","","52","51.60000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","HUN","Hungary","","2010","2010","","EUR","Europe","","","","","68","68.09000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","ISL","Iceland","","2010","2010","","EUR","Europe","","","","","93","93.42000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","IND","India","","2010","2010","","SEAR","South-East Asia","","","","","30","30.01000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","IDN","Indonesia","","2010","2010","","SEAR","South-East Asia","","","","","44","44.28000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","IRN","Iran (Islamic Republic of)","","2010","2010","","EMR","Eastern Mediterranean","","","","","71","70.75000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","IRQ","Iraq","","2010","2010","","EMR","Eastern Mediterranean","","","","","66","66.17000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","IRL","Ireland","","2010","2010","","EUR","Europe","","","","","62","61.94000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","ISR","Israel","","2010","2010","","EUR","Europe","","","","","92","91.85000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","ITA","Italy","","2010","2010","","EUR","Europe","","","","","68","68.36000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","JAM","Jamaica","","2010","2010","","AMR","Americas","","","","","52","52.01000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","JPN","Japan","","2010","2010","","WPR","Western Pacific","","","","","67","66.83000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","JOR","Jordan","","2010","2010","","EMR","Eastern Mediterranean","","","","","79","78.53000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","KAZ","Kazakhstan","","2010","2010","","EUR","Europe","","","","","59","58.51000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","KEN","Kenya","","2010","2010","","AFR","Africa","","","","","22","22.18000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","KIR","Kiribati","","2010","2010","","WPR","Western Pacific","","","","","44","43.90000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","KWT","Kuwait","","2010","2010","","EMR","Eastern Mediterranean","","","","","98","98.38000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","KGZ","Kyrgyzstan","","2010","2010","","EUR","Europe","","","","","35","34.55000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","LAO","Lao People's Democratic Republic","","2010","2010","","WPR","Western Pacific","","","","","33","33.18000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","LVA","Latvia","","2010","2010","","EUR","Europe","","","","","68","67.72000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","LBN","Lebanon","","2010","2010","","EMR","Eastern Mediterranean","","","","","87","87.24000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","LSO","Lesotho","","2010","2010","","AFR","Africa","","","","","27","26.88000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","LBR","Liberia","","2010","2010","","AFR","Africa","","","","","48","47.81000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","LBY","Libya","","2010","2010","","EMR","Eastern Mediterranean","","","","","78","77.89000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","LTU","Lithuania","","2010","2010","","EUR","Europe","","","","","67","66.98000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","LUX","Luxembourg","","2010","2010","","EUR","Europe","","","","","85","85.19000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MDG","Madagascar","","2010","2010","","AFR","Africa","","","","","30","30.19000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MWI","Malawi","","2010","2010","","AFR","Africa","","","","","20","19.77000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MYS","Malaysia","","2010","2010","","WPR","Western Pacific","","","","","72","72.17000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MDV","Maldives","","2010","2010","","SEAR","South-East Asia","","","","","40","40.10000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MLI","Mali","","2010","2010","","AFR","Africa","","","","","36","35.86000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MLT","Malta","","2010","2010","","EUR","Europe","","","","","95","94.67000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MHL","Marshall Islands","","2010","2010","","WPR","Western Pacific","","","","","72","71.76000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MRT","Mauritania","","2010","2010","","AFR","Africa","","","","","41","41.43000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MUS","Mauritius","","2010","2010","","AFR","Africa","","","","","42","41.84000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MEX","Mexico","","2010","2010","","AMR","Americas","","","","","78","77.83000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","FSM","Micronesia (Federated States of)","","2010","2010","","WPR","Western Pacific","","","","","23","22.66000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MCO","Monaco","","2010","2010","","EUR","Europe","","","","","100","100.00000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MNG","Mongolia","","2010","2010","","WPR","Western Pacific","","","","","62","62.03000","","",""
"WHS9_96","Population living in urban areas (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=114","MNE","Montenegro","","2010","2010","","EUR","Europe","","","","","61","61.46000","","",""
