"ISBN","Titles","AuthorFN","AuthorLN","TranslatorFN","TranslatorLN","Publisher","Genre","Price","Month","Year","Language","Country","OtherFN","OtherLN","Other Role"
"9780151014200","Some Dream for Fools","Faiza","Guene","Jennifer","Johnson","Houghton Mifflin Harcourt","Fiction",$20.00,"July",2009,"French","France",,,
"9781859641132","Street of Night","Lucia","Guerra","Richard","Cunningham","Garnet Publishing","Fiction",$16.95,"Jan",2009,"Spanish","Chile","Lucia","Guerra","Translator"
"9780061688539","Road to Jerusalem","Jan","Guillou","Steven","Murray","HarperCollins","Fiction",$25.99,"May",2009,"Swedish","Sweden",,,
"9781572411661","Weather Fifteen Years Ago","Wolf","Haas","Stephanie","Gilardi","Ariadne Books","Fiction",$21.00,"May",2009,"German","Austria","Thomas","Hansen",
"9780924047732","Ashes in Love","Oscar","Hahn","James","Hoggard","Host Publications","Poetry",$15.00,"June",2009,"Spanish","Chile",,,
"9781859641149","So That You Can Know Me","Yasmin","Hameed","various","various","Garnet Publishing","Fiction",$15.95,"Jan",2009,"Various","Pakistan","Asif Aslam","Farrukhi","Editor"
"9781933633374","Confessions of Noa Weber","Gail","Hareven","Dalya","Bilu","Melville House","Fiction",$16.95,"Feb",2009,"Hebrew","Israel",,,
"9781583228715","Others","Siba al","Harez","Marilyn","Booth","Seven Stories Press","Fiction",$24.95,"Apr",2009,"Arabic","Saudi Arabia",,,
"9780838757345","Cipango","Tomas","Harris","Daniel","Shapiro","Bucknell University Press","Poetry",$44.50,"Dec",2009,"Spanish","Chile",,,
"9780316049443","Dwarves","Markus","Heitz","Ann","Spencer","Orbit","Fiction",$15.99,"July",2009,"German","Germany",,,
"9780980243659","When I Forgot","Elina","Hirvonen","Douglas","Robinson","Tin House","Fiction",$12.95,"May",2009,"Finnish","Finland",,,
"9780811218320","Curriculum Vitae","Yoel","Hoffmann","Peter","Cole","New Directions","Fiction",$14.95,"July",2009,"Hebrew","Israel",,,
"9781590513132","Unit","Ninni","Holmqvist","Marlaine","Delargy","Other Press","Fiction",$23.95,"June",2009,"Swedish","Sweden",,,
"9780375424991","Brothers","Yu","Hua","Eileen","Chow","Pantheon","Fiction",$29.95,"Jan",2009,"Chinese","China","Carlos","Rojas","Translator"
"9781852429805","Last Supper","Pawel","Huelle","Antonia","Lloyd-Jones","Serpent's Tail","Fiction",$14.95,"Dec",2009,"Polish","Poland",,,
"9780810124431","All This Belongs to Me","Petra","Hulova","Alex","Zucker","Northwestern University Press","Fiction",$17.95,"Oct",2009,"Czech","Czech Republic",,,
"9781906300098","Stealth","Sonallah","Ibrahim","Hosam","Aboul-Ela","Aflame Books","Fiction",$15.95,"Nov",2009,"Arabic","Egypt",,,
"9780312381035","Arctic Chill","Arnaldur","Indridason","Bernard","Scudder","Minotaur","Fiction",$24.99,"Sept",2009,"Icelandic","Iceland",,,
"9780982053904","Rasskazy: New Fiction from a New Russia","Mikhail","Iossel","various","various","Tin House","Fiction",$18.95,"Sept",2009,"Russian","Russia","Jeff","Parker","Editor"
"9780979975547","Killing Kanoko: Selected Poems","Hiromi","Ito","Jeffrey","Angles","Action Books","Poetry",$16.00,"Dec",2009,"Japanese","Japan",,,
"9780841914476","Light of My Eye","Paula","Jacques","Susan","Cohen-Nicole","Holmes & Meier","Fiction",$24.00,"Mar",2009,"French","Egypt",,,
"9780810125780","Prophecy and Other Stories","Drago","Jancar","Andrew Baruch","Wachtel","Northwestern University Press","Fiction",$16.95,"May",2009,"Slovenian","Slovenia",,,
"9781907320019","Yugoslav Requiem","Arnold","Jansen op de Haar","Paul","Vincent","Holland Park Press","Poetry",$14.10,"Sept",2009,"Dutch","Netherlands",,,
"9781852247805","What It Is","Esther","Jansma","Francis","Jones","Bloodaxe","Poetry",$21.95,"July",2009,"Dutch","Netherlands",,,
"9781590173299","True Deceiver","Tove","Jansson","Thomas","Teal","New York Review Books","Fiction",$14.95,"Dec",2009,"Swedish","Sweden",,,
"9781846590467","Elberel","Batireedui","Jantsan","??","??","Telegram","Fiction",$14.95,"Jan",2009,"Mongolian","Mongolia","Okada","Kazuyuki","Editor"
"9780143114659","Leaving Tangier","Tahar Ben","Jelloun","Linda","Coverdale","Penguin","Fiction",$14.00,"Apr",2009,"French","Morocco",,,
"9781935210016","Poet & the Sea","Juan Ramon","Jimenez","Mary","Berg","White Pine","Poetry",$17.00,"July",2009,"Spanish","Spain","Dennis","Maloney","Translator"
"9781596916517","Tongue","Kyung-Ran","Jo","Chi-young","Kim","Bloomsbury","Fiction",$14.00,"June",2009,"Korean","South Korea",,,
"9789774162183","In a Fertile Desert","Denys","Johnson-Davies","Denys","Johnson-Davies","American University at Cairo","Fiction",$17.95,"Feb",2009,"Arabic","United Arab Emirates",,,
"9781572411562","Blinding Moment: Four Pieces about Composers","Gert","Jonke","Vincent","Kling","Ariadne Books","Fiction",$21.00,"Jan",2009,"German","Austria",,,
"9781564785503","System of Vienna","Gert","Jonke","Vincent","Kling","Dalkey Archive","Fiction",$12.95,"Dec",2009,"German","Austria",,,
"9780982212011","Collobert Orbital","Johan","Jonson","Johannes","Goransson","Displaced Press","Poetry",$13.99,"July",2009,"Swedish","Sweden",,,
"9781564785350","Savage","Jacques","Jouet","Amber","Shields","Dalkey Archive","Fiction",$12.95,"June",2009,"French","France",,,
"9780061456862","Book of God and Physics: A Novel of the Voynich Mystery","Enrique","Joven","Dolores","Koch","Morrow","Fiction",$25.99,"May",2009,"Spanish","Spain",,,
"9781590512753","Crossing the Hudson","Peter Stephan","Jungk","David","Dollenmayer","Other Press","Fiction",$14.95,"Mar",2009,"German","France",,,
"9781847671851","Siege","Ismail","Kadare","David","Bellos","Canongate","Fiction",$24.00,"Feb",2009,"French","Albania",,,
"9781564785664","Word Book","Mieko","Kanai","Paul","McCarthy","Dalkey Archive","Fiction",$14.95,"Oct",2009,"Japanese","Japan",,,
"9780720613407","Same River","Jaan","Kaplinski","Susan","Wilson","Peter Owen Publishers","Fiction",$0.00,"Sept",2009,"Estonian","Estonia",,,
"9781566567725","Rien ne va plus","Margarita","Karapanou","Karen","Emmerich","Clockroot","Fiction",$15.00,"Oct",2009,"Greek","Greece",,,
"9780720613100","Idle Years","Orhan","Kemel","Cengiz","Lugal","Peter Owen Publishers","Fiction",$29.95,"Feb",2009,"Turkish","Turkey",,,
"9781904738084","David's Revenge","Hans Werner","Kettenbach","Anthea","Bell","Bitter Lemon","Fiction",$14.95,"Oct",2009,"German","Germany",,,
"9781592642694","Dead Man's Share","Yasmina","Khadra","Aubrey","Botsford","Toby Press","Fiction",$14.95,"Oct",2009,"French","Algeria",,,
"9780893041113","Skipper Worse","Alexander Lange","Kielland","Christopher","Fauske","Cross-Cultural Communications","Poetry",$15.00,"Mar",2009,"Norwegian","Norway",,,
"9781934824030","Conqueror","Jan","Kjaerstad","Barbara","Haveland","Open Letter","Fiction",$17.95,"Feb",2009,"Norwegian","Norway",,,
"9781934824122","Discoverer","Jan","Kjaerstad","Barbara","Haveland","Open Letter","Fiction",$17.95,"Aug",2009,"Norwegian","Norway",,,
"9780980033083","Time for Everything","Karl","Knausgaard","James","Anderson","Archipelago","Fiction",$26.00,"Nov",2009,"Norwegian","Norway",,,
"9781934851050","Been and Gone","Julian","Kornhauser","Piotr","Florczyk","Marick Press","Poetry",$14.95,"Apr",2009,"Polish","Poland",,,
"9781890650407","Pereat Mundus","Leena","Krohn","Hildi","Hawkins","Omnidawn","Fiction",$14.95,"June",2009,"Finnish","Finland",,,
"9781590173190","Memories of the Future","Sigizmund","Krzhizhanovsky","Joanne","Turnbull","New York Review Books","Fiction",$15.95,"July",2009,"Russian","Ukraine",,,
"9781934287255","Summer of the Ubume","Natsuhiko","Kyogoku","Alexander","Smith","Vertical","Fiction",$16.95,"Apr",2009,"Japanese","Japan",,,
"9781558616011","From Wonso Pond","Kang","Kyong-ae","Samuel","Perry","Feminist Press","Fiction",$16.95,"July",2009,"Korean","South Korea",,,
"9781935210085","Borderland Roads","Ho","Kyun","Ian","Haight","White Pine","Poetry",$16.00,"Dec",2009,"Korean","South Korea",,,
"9781599540023","Tosca, The Cat Lady","Gina","Lagorio","Martha","King","Bordighera Press","Poetry",$16.00,"Oct",2009,"Italian","Italy",,,
"9781934289822","I, the Worst of All","Estela","Lamat","Michael","Leong","BlazeVOX","Poetry",$16.00,"Mar",2009,"Spanish","Chile",,,
"9781592642304","Valley of Strength","Shulamit","Lapid","Philip","Simpson","Toby Press","Fiction",$24.95,"Mar",2009,"Hebrew","Israel",,,
"9780307269980","Girl Who Played with Fire","Stieg","Larsson","Reg","Keeland","Knopf","Fiction",$25.95,"Aug",2009,"Swedish","Sweden",,,
"9781564784315","Do Not Touch","Eric","Laurrent","Jeanine","Herman","Dalkey Archive","Fiction",$12.95,"Jan",2009,"French","France",,,
"9781567923865","Desert","J.M.G.","Le Clezio","C.","Dickson","David Godine","Fiction",$25.95,"June",2009,"French","France",,,
"9781933372938","Jewish Husband","Lia","Levi","Antony","Shugaar","Europa Editions","Fiction",$15.00,"Sept",2009,"Italian","Italy",,,
"9781883513214","Brazil: A Traveler's Literary Companion","Alexis","Levitin","various","various","Whereabouts Press","Fiction",$14.95,"Oct",2009,"Portuguese","Brazil",,,
"9785717200851","Jewish God in Paris","Mikhail","Levitin","Amanda Love","Darragh","Glas","Fiction",$15.95,"Mar",2009,"Russian","Russia",,,
"9780810126336","New Century","Ewa","Lipska","Robin","Davidson","Northwestern University Press","Poetry",$24.95,"Nov",2009,"Polish","Poland","Ewa Elzbieta","Nowakowska","Translator"
"9781558616035","Departing at Dawn","Gloria","Lise","Alice","Weldon","Feminist Press","Fiction",$14.95,"Aug",2009,"Spanish","Argentina",,,
"9780061353451","Kindly Ones","Jonathan","Littell","Charlotte","Mandell","HarperCollins","Fiction",$29.95,"Mar",2009,"French","United States (USA)",,,
"9781904559344","According to Sofia","Oystein","Lonn","Barbara","Haveland","Maia","Fiction",$18.95,"July",2009,"Norwegian","Norway",,,
"9780981808871","Inventor of Love and Other Writings","Gherasim","Luca","Julian","Semilian","Black Widow Press","Poetry",$19.95,"Aug",2009,"Romanian","Romania","Laura","Semilian","Translator"
"9788086264318","Passive Vampire","Gherasim","Luca","Krzysztof","Fijalkowski","Twisted Spoon Press","Fiction",$17.50,"Mar",2009,"French","France",,,
"9780312367206","Murdered House","Pierre","Magnan","Patricia","Clancy","Minotaur","Fiction",$24.99,"Nov",2009,"French","France",,,
"9789774162916","Before the Throne","Naguib","Mahfouz","Raymond","Stock","American University at Cairo","Fiction",$22.95,"Oct",2009,"Arabic","Egypt",,,
"9789774162657","Mirage","Naguib","Mahfouz","Nancy","Roberts","American University at Cairo","Fiction",$22.95,"Aug",2009,"Arabic","Egypt",,,
"9780307269782","Censoring an Iranian Love Story","Shahriar","Mandanipour","Sara","Khalili","Knopf","Fiction",$25.00,"May",2009,"Farsi","Iran, Islamic Republic of",,,
"9781595584366","Italian Shoes","Henning","Mankell","Laurie","Thompson","New Press","Fiction",$26.95,"Apr",2009,"Swedish","Sweden",,,
"9780979745010","Synergos","Roberto","Manzano","Steven","Reese","Etruscan Press","Poetry",$18.95,"May",2009,"Spanish","Cuba",,,
"9780811218122","Your Face Tomorrow Volume Three: Poison, Shadow, and Farewell","Javier","Marias","Margaret Jull","Costa","New Directions","Fiction",$24.95,"Nov",2009,"Spanish","Spain",,,
"9780974888156","Over the Waves and Other Stories","Ines Maria","Martiatu","Emmanuel","Harris II","Swan Isle Press","Fiction",$28.00,"Apr",2009,"Spanish","Cuba",,,
"9781893996281","KB: The Suspect","Marcelijus","Martinaitis","Laima","Vince","White Pine","Poetry",$17.00,"Feb",2009,"Lithuanian","Lithuania",,,
"9781929631926","Italian Brothers","Paolo","Mastrolilli","Robert","Miller","Enigma Books","Fiction",$19.00,"Oct",2009,"Italian","Italy",,,
"9780143115991","Benny & Shrimp","Katarina","Mazetti","Sarah","Death","Penguin","Fiction",$14.00,"Aug",2009,"Swedish","Sweden",,,
"9781905147779","Blind Sunflowers","Alberto","Mendez","Nick","Caistor","Arcadia","Fiction",$15.95,"Oct",2009,"Spanish","Spain",,,
"9781846590511","Mystery of the Enchanted Crypt","Eduardo","Mendoza","Nick","Caistor","Telegram","Fiction",$12.95,"Feb",2009,"Spanish","Spain",,,
"9781558615526","Behind Closed Doors","Maria","Messina","Elise","Magistro","Feminist Press","Fiction",$14.95,"Jan",2009,"Italian","Italy",,,
"9780802119032","Blood Safari","Deon","Meyer","K.L.","Seegers","Atlantic Monthly","Fiction",$19.95,"Sept",2009,"Afrikaans","South Africa",,,
"9780811218313","Diary of a Wave Outside the Sea","Dunya","Mikhail","Elizabeth","Winslow","New Directions","Poetry",$16.95,"May",2009,"Arabic","Iraq",,,
"9781844673421","Manituana","Wu","Ming","Shaun","Whiteside","Verso","Fiction",$26.95,"Oct",2009,"Italian","Italy",,,
"9781421527734","Brave Story","Miyuki","Miyabe","??","??","Viz Media","Fiction",$16.99,"Nov",2009,"Japanese","Japan",,,
"9780307473691","Spinning Tropics","Aska","Mochizuki","Wayne","Lammers","Vintage","Fiction",$15.00,"Dec",2009,"Japanese","Japan",,,
"9781590202180","Alchemaster's Apprentice","Walter","Moers","John","Brownjohn","Overlook","Fiction",$25.95,"Sept",2009,"German","Germany",,,
"9781564785282","Western","Christine","Montalbetti","Betsy","Wing","Dalkey Archive","Fiction",$13.95,"Oct",2009,"French","France",,,
"9781901285802","Hecate and Her Dogs","Paul","Morand","David","Coward","Pushkin Press","Fiction",$14.95,"Aug",2009,"French","France",,,
"9781897231616","Dance with Snakes","Horacio Castellanos","Moya","Lee Paula","Springer","Biblioasis","Fiction",$15.95,"Sept",2009,"Spanish","Honduras",,,
"9780811218467","She-Devil in the Mirror","Horacio Castellanos","Moya","Katherine","Silver","New Directions","Fiction",$14.95,"Sept",2009,"Spanish","Honduras",,,
"9780231148108","There's Nothing I Can Do When I Think of You Late at Night","Cao","Naiqian","John","Balcom","Columbia University Press","Fiction",$26.50,"May",2009,"Chinese","China",,,
"9781931896528","Rain Inside","Ibrahim","Nasrallah","Omnia","Amin","Curbstone","Poetry",$14.95,"Apr",2009,"Arabic","Jordan","Rick","London","Translator"
"9781933372686","Proof of the Honey","Salwa al","Neimi","Cal","Perkins","Europa Editions","Fiction",$15.00,"May",2009,"Arabic","Syrian Arab Republic",,,
"9780980033069","Salt Smugglers","Gerard de","Nerval","Richard","Sieburth","Archipelago","Fiction",$16.00,"June",2009,"French","France",,,
"9780061655500","Nemesis","Jo","Nesbo","Don","Bartlett","HarperCollins","Fiction",$25.95,"Jan",2009,"Norwegian","Norway",,,
"9780375425042","Woman with a Birthmark","Hakan","Nesser","Laurie","Thompson","Pantheon","Fiction",$23.95,"Apr",2009,"Swedish","Sweden",,,
"9781852248161","Prague with Fingers of Rain","Vitezslav","Nezval","Ewald","Osers","Dufour Editions","Poetry",$19.95,"Nov",2009,"Czech","Czech Republic",,,
"9781931896481","An Insignificant Family","Da","Ngan","Rosemary","Nguyen","Curbstone","Fiction",$15.00,"Feb",2009,"Vietnamese","Viet Nam (Vietnam)",,,
"9780887484971","Unreal Estate","Lyubomir","Nikolov","Miroslav","Nikolov","Carnegie Mellon Press","Poetry",$15.95,"Feb",2009,"Bulgarian","Bulgaria",,,
"9781421527715","Usurper of the Sun","Housuke","Nojiri","John","Wunderley","Viz Media","Fiction",$15.99,"Sept",2009,"Japanese","Japan",,,
"9781904738374","Back to the Coast","Saskia","Noort","Laura","Vroomen","Bitter Lemon","Fiction",$14.95,"June",2009,"Dutch","Netherlands",,,
"9781582434513","Tokyo Fiancee","Amelie","Nothomb","Alison","Anderson","Europa Editions","Fiction",$15.00,"Jan",2009,"French","Belgium",,,
"9781556437649","Feline Plague","Maja","Novak","Maja","Visenjak-Limon","North Atlantic Books","Fiction",$15.95,"Mar",2009,"Slovenian","Slovenia",,,
"9781421527626","Lord of the Sands of Time","Issui","Ogawa","Jim","Hubbert","Viz Media","Fiction",$13.99,"July",2009,"Japanese","Japan",,,
"9780312427801","Housekeeper and the Professor","Yoko","Ogawa","Stephen","Snyder","Picador","Fiction",$14.00,"Feb",2009,"Japanese","Japan",,,
"9781903517680","Mr Dick or The Tenth Book","Jean-Pierre","Ohl","Christine","Donougher","Dedalus Books","Fiction",$15.99,"Mar",2009,"French","France",,,
"9781843918523","Riot of Goldfish","Kanoko","Okamoto","Keith","Vincent","Hesperus","Fiction",$15.95,"Nov",2009,"Japanese","Japan",,,
"9781421525879","Zoo",,"Otsuichi","Terry","Gallagher","Viz Media","Fiction",$13.99,"Sept",2009,"Japanese","Japan",,,
"9780151013678","Rhyming Life and Death","Amos","Oz","Nicholas de","Lange","Houghton Mifflin Harcourt","Fiction",$23.00,"Apr",2009,"Hebrew","Israel",,,
"9781852429324","Bridge of the Golden Horn","Emine Sevgi","Ozdamar","Martin","Chalmers","Serpent's Tail","Fiction",$15.95,"May",2009,"German","Turkey",,,
"9781904738367","Havana Fever","Leonardo","Padura","Peter","Bush","Bitter Lemon","Fiction",$14.95,"Mar",2009,"Spanish","Cuba",,,
"9780981633022","Girl Carla and Other Poems","Elio","Pagliarani","Patrick","Rumble","Agincourt Press","Poetry",$15.95,"Nov",2009,"Italian","Italy",,,
"9780307266767","Museum of Innocence","Orhan","Pamuk","Maureen","Freely","Knopf","Fiction",$26.95,"Oct",2009,"Turkish","Turkey",,,
"9781933382265","Pan-Dada","Clement","Pansaers","Michael","Sanchez","Green Integer","Poetry",$15.95,"Dec",2009,"French","Belgium",,,
"9780924047633","After-Dinner Declarations","Nicanor","Parra","Dave","Oliphant","Host Publications","Poetry",$25.00,"Feb",2009,"Spanish","Chile",,,
"9781933372945","For Grace Received","Valeria","Parrella","Antony","Shugaar","Europa Editions","Fiction",$15.00,"Sept",2009,"Italian","Italy",,,
"9781564785336","News from the Empire","Fernando del","Paso","Alfonso","Gonzalez","Dalkey Archive","Fiction",$18.95,"Apr",2009,"Spanish","Mexico","Stella","Clark","Translator"
"9788190605656","65 Lakh Heist","Surender Mohan","Pathak","Sudarshan","Purohit","Blaft","Fiction",$11.95,"Dec",2009,"Hindi","India",,,
"9780399156038","Cavalier in the Yellow Doublet","Arturo","Perez-Reverte","??","??","Putnam","Fiction",$25.95,"Sept",2009,"Spanish","Spain",,,
"9780143114666","There Once Lived a Woman Who Tried to Kill Her Neighbor's Baby: Fairy Tales","Ludmilla","Petrushevskaya","Keith","Gessen","Penguin","Fiction",$15.00,"Oct",2009,"Russian","Russia","Anna","Summers",
"9781934824092","Rupert: A Confession","Ilja Leonard","Pfeijffer","Michele","Hutchison","Open Letter","Fiction",$14.95,"June",2009,"Dutch","Netherlands",,,
"9781934824085","Mighty Angel","Jerzy","Pilch","Bill","Johnston","Open Letter","Fiction",$15.95,"Apr",2009,"Polish","Poland",,,
"9781847671875","Pandora in the Congo","Albert Sanchez","Pinol","Mara Faye","Lethem","Canongate","Fiction",$15.95,"Mar",2009,"Catalan","Spain",,,
"9780307266675","Voices of the Desert","Nelida","Pinon","Clifford","Landers","Knopf","Fiction",$24.95,"Aug",2009,"Portuguese","Brazil",,,
"9781934414309","Praises & Offenses","Aida Cartagena","Portalatin","Judith","Kerman","BOA Editions","Poetry",$16.00,"Nov",2009,"Spanish","Dominican Republic","Angela Hernandez Nunez","Ylonka Nacidit-Perdomo","Author"
"9780061583629","Child's Play","Carmen","Posadas","Nick","Caistor","HarperCollins","Fiction",$24.99,"Aug",2009,"Spanish","Spain","Amanda","Hopkinson","Translator"
"9780981955704","Translation is a Love Affair","Jacques","Poulin","Sheila","Fischman","Archipelago","Fiction",$14.00,"Oct",2009,"French","Quebec",,,
"9780802118790","Rex","Jose Manuel","Prieto","Esther","Allen","Grove","Fiction",$24.00,"Apr",2009,"Spanish","Cuba",,,
"9781893996243","Scale and Stairs","Heeduck","Ra","Christopher","Merrill","White Pine","Poetry",$17.00,"Feb",2009,"Korean","South Korea","Won-Chun","Kim",
"9788190605649","Where Are You Going, You Monkeys?","Ki.","Rajanarayanan","Pritham","Chakravarthy","Blaft","Fiction",$17.95,"Jan",2009,"Tamil","India",,,
"9780929701875","Thousand Deaths Plus One","Sergio","Ramirez","Leland","Chambers","McPherson & Company","Fiction",$25.00,"Apr",2009,"Spanish","Nicaragua",,,
"9780312376543","Doghead","Morten","Ramsland","Tiina","Nunnally","St. Martin's","Fiction",$24.95,"Feb",2009,"Danish","Denmark",,,
"9781933354729","Andean Express","Juan de","Recacoechea","Adrian","Althoff","Akashic Books","Fiction",$15.95,"Apr",2009,"Spanish","Bolivia",,,
"9780924047701","Europes","Jacques","Reda","Aaron","Prevots","Host Publications","Poetry",$12.00,"Feb",2009,"French","France",,,
"9781880100585","Life Stories","Paul","Richardson","various","various","Russian Information Services","Fiction",$25.00,"Sept",2009,"Russian","Russia",,,
"9780399156007","Holy Bullet","Luis Miguel","Rocha","Robin","McAllister","Putnam","Fiction",$25.95,"Aug",2009,"Portuguese","Portugal",,,
"9780802118929","Wetlands","Charlotte","Roche","Tim","Mohr","Grove","Fiction",$17.95,"Apr",2009,"German","Germany",,,
"9781934824115","Death in Spring","Merce","Rodoreda","Martha","Tennent","Open Letter","Fiction",$14.95,"May",2009,"Catalan","Spain",,,
"9781933382982","Winter Garden Photograph","Reina Maria","Rodriguez","Kristin","Dykstra","Green Integer","Poetry",$13.95,"Mar",2009,"Spanish","Cuba",,,
"9780375425448","Red April","Santiago","Roncagliolo","Edith","Grossman","Pantheon","Fiction",$24.95,"Apr",2009,"Spanish","Peru",,,
"9780811218023","Halfway House","Guillermo","Rosales","Anna","Kushner","New Directions","Fiction",$14.95,"May",2009,"Spanish","Cuba",,,
"9781933382272","Metropolis Vienna","Peter","Rosei","Roland","Knappe","Green Integer","Fiction",$14.95,"Aug",2009,"German","Austria",,,
"9780811218641","Armies","Evelio","Rosero","Anne","McLean","New Directions","Fiction",$14.95,"Sept",2009,"Spanish","Colombia",,,
"9780374282950","Box 21","Anders","Roslund","??","??","FSG","Fiction",$26.00,"Oct",2009,"Swedish","Sweden","Borge","Hellstrom","Author"
"9780720613315","Antichrist","Joseph","Roth","Richard","Panchyk","Peter Owen Publishers","Fiction",$0.00,"May",2009,"German","Austria",,,
"9781564785466","Loop","Jacques","Roubaud","Jeff","Fort","Dalkey Archive","Fiction",$16.95,"Apr",2009,"French","France",,,
"9781905847310","Do Time Get Time","Andrey","Rubanov","Andrew","Bromfield","Old Street","Fiction",$17.95,"May",2009,"Russian","Russia",,,
"9781893996991","Secret Gardens of Mogador","Alberto","Ruy-Sanchez","Rhonda Dahl","Buchanan","White Pine","Fiction",$15.00,"Apr",2009,"Spanish","Mexico",,,
"9781935210054","Between the Floating Mist",,"Ryokan","Dennis","Maloney","White Pine","Poetry",$14.00,"Apr",2009,"Japanese","Japan","Hide","Oshiro",
"9781933964256","Kanshi Poems of Taigu Ryokan","Taigu","Ryokan","Larry","Smith","Bottom Dog Press","Poetry",$15.00,"Feb",2009,"Japanese","Japan","Mei hui Liu","Huang","Translator"
"9789774163067","Cairo Swan Song","Mekkawi","Said","Adam","Talib","American University at Cairo","Fiction",$22.95,"Nov",2009,"Arabic","Egypt",,,
"9781421527611","All You Need Is Kill","Hiroshi","Sakurazaka","Joseph","Reeder","Viz Media","Fiction",$13.99,"July",2009,"Japanese","Japan",,,
"9781933996127","There's the Hand and There's the Arid Chair","Tomaz","Salamun","various","various","Counterpath Press","Poetry",$16.95,"Apr",2009,"Slovenian","Slovenia",,,
"9781931896511","Your King No Longer Treads the Earth","Cristina","Sanchez-Andrade","W. Nick","Hill","Curbstone","Fiction",$15.00,"June",2009,"Spanish","Spain",,,
"9780674034068","Latin Poetry","Jacopo","Sannazaro","Michael","Putnam","Harvard University Press","Poetry",$29.95,"May",2009,"Latin","Italy",,,
"9781933372921","German Mujahid","Boualem","Sansal","Frank","Wynne","Europa Editions","Fiction",$15.00,"Oct",2009,"French","Algeria",,,
"9780061731303","Our Lady of the Night","Mayra","Santos-Febres","Ernesto","Mestre-Reed","HarperCollins","Fiction",$13.99,"Aug",2009,"Spanish","Puerto Rico",,,
"9781846880704","Okei","Mitsugu","Saotome","Kenneth","Bryson","Alma","Fiction",$15.95,"Oct",2009,"Japanese","Japan",,,
"9781566567800","Dark Side of Love","Rafik","Schami","Anthea","Bell","Interlink","Fiction",$22.00,"Apr",2009,"German","Syrian Arab Republic",,,
"9781933633817","Happy Man","Hansjorg","Schertenleib","David","Dollenmayer","Melville House","Fiction",$13.00,"Nov",2009,"German","Switzerland",,,
"9780375709098","Self's Murder","Bernhard","Schlink","Peter","Constantine","Vintage","Fiction",$13.95,"Aug",2009,"German","Germany",,,
"9781933372747","Most Beautiful Book in the World","Eric-Emmanuel","Schmitt","Alison","Anderson","Europa Editions","Fiction",$15.00,"Aug",2009,"French","France",,,
"9789944424493","Book of Madness","Levent","Senyurek","Feyza","Howell","Citlembik Publications","Fiction",$12.95,"Dec",2009,"Turkish","Turkey",,,
"9780810126350","Dacha Husband","Ivan","Shcheglov","Michael","Katz","Northwestern University Press","Fiction",$14.00,"Oct",2009,"Russian","Russia",,,
"9780811217965","My Floating Mother, City","Kazuko","Shiraishi","Samuel","Grolmes","New Directions","Poetry",$17.95,"Jan",2009,"Japanese","Japan","Yumiko","Tsumura","Translator"
"9780803220904","Microfictions","Ana Maria","Shua","Steven","Stewart","University of Nebraska","Fiction",$19.95,"Apr",2009,"Spanish","Argentina",,,
"9780981808888","To Speak, to Tell You?","Sabine","Sicaud","Norman","Shapiro","Black Widow Press","Poetry",$18.95,"Mar",2009,"French","France",,,
"9780061143380","My Soul to Take","Yrsa","Sigurdardottir","Bernard","Scudder","Morrow","Fiction",$24.99,"May",2009,"Icelandic","Iceland","Anna","Yates",
"9780307271587","Once on a Moonless Night","Dai","Sijie","Adriana","Hunter","Knopf","Fiction",$24.95,"Aug",2009,"French","China",,,
"9780886194482","Ordinary Lives","Josef","Skvorecky","Paul","Wilson","Key Porter","Fiction",$14.95,"Sept",2009,"Czech","Czech Republic",,,
"9781583228999","Old Garden","Hwang","Sok-yong","Jay","Oh","Seven Stories Press","Fiction",$35.00,"Sept",2009,"Korean","South Korea",,,
"9781904738343","Not So Perfect Crime","Teresa","Solana","Peter","Bush","Bitter Lemon","Fiction",$14.95,"Mar",2009,"Catalan","Spain",,,
"9780979824944","Yankee Invasion","Ignacio","Solares","Timothy","Compton","Scarletta Press","Fiction",$14.95,"May",2009,"Spanish","Mexico",,,
"9780143116295","Gigolo Murder","Mehmet Murat","Somer","Kenneth James","Dakan","Penguin","Fiction",$14.00,"Oct",2009,"Turkish","Turkey",,,
"9780143114727","Kiss Murder","Mehmet Murat","Somer","Kenneth James","Dakan","Penguin","Fiction",$14.00,"Jan",2009,"Turkish","Turkey",,,
"9780300145809","Mozart's Third Brain","Goran","Sonnevi","Rika","Lesser","Yale University Press","Poetry",$25.00,"Sept",2009,"Swedish","Sweden",,,
"9781566567732","Landscape with Dog","Ersi","Sotiropoulos","Karen","Emmerich","Clockroot","Fiction",$16.00,"Nov",2009,"Greek","Greece",,,
"9780972527187","Painted Fire: A Selection of Poems 1954-2006","Maria Luisa","Spaziani","Lynne","Lawner","Chelsea Editions","Poetry",$20.00,"Sept",2009,"Italian","Italy",,,
"9780143114734","Gods and Soldiers: Anthology of Contemporary African Writing","Rob","Spillman","various","various","Penguin","Fiction",$16.00,"May",2009,"Various","Various",,,
"9780887485008","Paper Shoes","Pavel","Srut","Ema","Katrovas","Carnegie Mellon Press","Poetry",$17.95,"Feb",2009,"Czech","Czech Republic",,,
"9781906413194","Writing on the Wall","Gunnar","Staalesen","Hal","Sutcliffe","Arcadia","Fiction",$12.95,"Oct",2009,"Norwegian","Norway",,,
